tyler_id,default_id,dex_number,species,form,name,other_forms,type1,type2,ability1,ability2,ability3,base_hp,base_atk,base_def,base_spa,base_dpd,base_spe,exp_yield,hp_yield,atk_yield,def_yield,spa_yield,spd_yield,spe_yield,class,male_%,female_%,catch_rate,base_friendship,evo_method,evo_condition,evo_time,special_evo,pre_evo,egg_group1,egg_group2,hatch_cycles,exp_group,eviolite
526,421,421,Cherrim,normal,Cherrim,,Grass,,Flower Gift,Flower Gift,Flower Gift,70,60,70,87,78,85,158,0,0,0,2,0,0,Blossom Pokémon,0.5,0.5,75,70,Level,25,Any,,Cherubi,Fairy,Grass,20,medium_fast,0
528,422,422,Shellos,normal,Shellos,,Water,,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,65,1,0,0,0,0,0,Sea Slug Pokémon,0.5,0.5,190,70,,,Any,,,Water 1,Amorphous,20,medium_fast,1
530,423,423,Gastrodon,normal,Gastrodon,,Water,Ground,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,166,2,0,0,0,0,0,Sea Slug Pokémon,0.5,0.5,75,70,Level,30,Any,,Shellos (East Sea),Water 1,Amorphous,20,medium_fast,0
532,424,424,Ambipom,normal,Ambipom,,Normal,,Technician,Pickup,Skill Link,75,100,66,60,66,115,169,0,0,0,0,0,2,Long Tail Pokémon,0.5,0.5,45,100,Knows move,Double Slap,Any,,Aipom,Field,,20,fast,0
533,425,425,Drifloon,normal,Drifloon,,Ghost,Flying,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,70,1,0,0,0,0,0,Balloon Pokémon,0.5,0.5,125,70,,,Any,,,Amorphous,,30,fluctuating,1
534,426,426,Drifblim,normal,Drifblim,,Ghost,Flying,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,174,2,0,0,0,0,0,Blimp Pokémon,0.5,0.5,60,70,Level,28,Any,,Drifloon,Amorphous,,30,fluctuating,0
535,427,427,Buneary,normal,Buneary,,Normal,,Run Away,Klutz,Limber,55,66,44,44,56,85,70,0,0,0,0,0,1,Rabbit Pokémon,0.5,0.5,190,0,,,Any,,,Field,Human-Like,20,medium_fast,1
536,428,428,Lopunny,normal,Lopunny,"normal, mega",Normal,,Cute Charm,Klutz,Limber,65,76,84,54,96,105,168,0,0,0,0,0,2,Rabbit Pokémon,0.5,0.5,60,140,High friendship,,Any,,Buneary,Field,Human-Like,20,medium_fast,0
537,912,428,Lopunny,mega,Lopunny (Mega Lopunny),"normal, mega",Normal,Fighting,Scrappy,Scrappy,Scrappy,65,136,94,54,96,135,203,0,0,0,0,0,2,Rabbit Pokémon,0.5,0.5,60,140,Mega,,Any,,Lopunny,Field,Human-Like,20,medium_fast,0
538,429,429,Mismagius,normal,Mismagius,,Ghost,,Levitate,Levitate,Levitate,60,60,60,105,105,105,173,0,0,0,1,1,0,Magical Pokémon,0.5,0.5,45,35,Stone,Dusk Stone,Any,,Misdreavus,Amorphous,,25,fast,0
539,430,430,Honchkrow,normal,Honchkrow,,Dark,Flying,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,177,0,2,0,0,0,0,Big Boss Pokémon,0.5,0.5,30,35,Stone,Dusk Stone,Any,,Murkrow,Flying,,20,medium_slow,0
540,431,431,Glameow,normal,Glameow,,Normal,,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,62,0,0,0,0,0,1,Catty Pokémon,0.25,0.75,190,70,,,Any,,,Field,,20,fast,1
541,432,432,Purugly,normal,Purugly,,Normal,,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,158,0,0,0,0,0,2,Tiger Cat Pokémon,0.25,0.75,75,70,Level,30,Any,,Glameow,Field,,20,fast,0
542,433,433,Chingling,normal,Chingling,,Psychic,,Levitate,Levitate,Levitate,45,30,50,65,50,45,57,0,0,0,1,0,0,Bell Pokémon,0.5,0.5,120,70,,,Any,,,Undiscovered,,25,fast,1
543,434,434,Stunky,normal,Stunky,,Poison,Dark,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,66,0,0,0,0,0,1,Skunk Pokémon,0.5,0.5,225,70,,,Any,,,Field,,20,medium_fast,1
544,435,435,Skuntank,normal,Skuntank,,Poison,Dark,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,168,2,0,0,0,0,0,Skunk Pokémon,0.5,0.5,60,70,Level,34,Any,,Stunky,Field,,20,medium_fast,0
545,436,436,Bronzor,normal,Bronzor,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,60,0,0,1,0,0,0,Bronze Pokémon,,,255,70,,,Any,,,Mineral,,20,medium_fast,1
546,437,437,Bronzong,normal,Bronzong,,Steel,Psychic,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,175,0,0,1,0,1,0,Bronze Bell Pokémon,,,90,70,Level,33,Any,,Bronzor,Mineral,,20,medium_fast,0
547,438,438,Bonsly,normal,Bonsly,,Rock,,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,58,0,0,1,0,0,0,Bonsai Pokémon,0.5,0.5,255,70,,,Any,,,Undiscovered,,20,medium_fast,1
548,439,439,Mime Jr.,normal,Mime Jr.,,Psychic,Fairy,Soundproof,Filter,Technician,20,25,45,70,90,60,62,0,0,0,0,1,0,Mime Pokémon,0.5,0.5,145,70,,,Any,,,Undiscovered,,25,medium_fast,1
549,440,440,Happiny,normal,Happiny,,Normal,,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,110,1,0,0,0,0,0,Playhouse Pokémon,0,1,130,140,,,Any,,,Undiscovered,,40,fast,1
550,441,441,Chatot,normal,Chatot,,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,144,0,1,0,0,0,0,Music Note Pokémon,0.5,0.5,30,35,,,Any,,,Flying,,20,medium_slow,0
551,442,442,Spiritomb,normal,Spiritomb,,Ghost,,Pressure,Pressure,Infiltrator,50,92,108,92,108,35,170,0,0,1,0,1,0,Forbidden Pokémon,0.5,0.5,100,70,,,Any,,,Amorphous,,30,medium_fast,0
552,443,443,Gible,normal,Gible,,Dragon,Ground,Sand Veil,Sand Veil,Rough Skin,58,70,45,40,45,42,60,0,1,0,0,0,0,Land Shark Pokémon,0.5,0.5,45,70,,,Any,,,Monster,Dragon,40,slow,1
553,444,444,Gabite,normal,Gabite,,Dragon,Ground,Sand Veil,Sand Veil,Rough Skin,68,90,65,50,55,82,144,0,2,0,0,0,0,Cave Pokémon,0.5,0.5,45,70,Level,24,Any,,Gible,Monster,Dragon,40,slow,1
554,445,445,Garchomp,normal,Garchomp,"normal, mega",Dragon,Ground,Sand Veil,Sand Veil,Rough Skin,108,130,95,80,85,102,270,0,3,0,0,0,0,Mach Pokémon,0.5,0.5,45,70,Level,48,Any,,Gabite,Monster,Dragon,40,slow,0
555,913,445,Garchomp,mega,Garchomp (Mega Garchomp),"normal, mega",Dragon,Ground,Sand Force,Sand Force,Sand Force,108,170,115,120,95,92,315,0,3,0,0,0,0,Mach Pokémon,0.5,0.5,45,70,Mega,,Any,,Garchomp,Monster,Dragon,40,slow,0
556,446,446,Munchlax,normal,Munchlax,,Normal,,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,78,1,0,0,0,0,0,Big Eater Pokémon,0.875,0.125,50,70,,,Any,,,Undiscovered,,40,slow,1
557,447,447,Riolu,normal,Riolu,,Fighting,,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,57,0,1,0,0,0,0,Emanation Pokémon,0.875,0.125,75,70,,,Any,,,Undiscovered,,25,medium_slow,1
558,448,448,Lucario,normal,Lucario,"normal, mega",Fighting,Steel,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,184,0,1,0,1,0,0,Aura Pokémon,0.875,0.125,45,70,High friendship,,Day,,Riolu,Field,Human-Like,25,medium_slow,0
559,914,448,Lucario,mega,Lucario (Mega Lucario),"normal, mega",Fighting,Steel,Adaptability,Adaptability,Adaptability,70,145,88,140,70,112,219,0,1,0,1,0,0,Aura Pokémon,0.875,0.125,45,70,Mega,,Any,,Lucario,Field,Human-Like,25,medium_slow,0
560,449,449,Hippopotas,normal,Hippopotas,,Ground,,Sand Stream,Sand Stream,Sand Force,68,72,78,38,42,32,66,0,0,1,0,0,0,Hippo Pokémon,0.5,0.5,140,70,,,Any,,,Field,,30,slow,1
561,450,450,Hippowdon,normal,Hippowdon,,Ground,,Sand Stream,Sand Stream,Sand Force,108,112,118,68,72,47,184,0,0,2,0,0,0,Heavyweight Pokémon,0.5,0.5,60,70,Level,34,Any,,Hippopotas,Field,,30,slow,0
562,451,451,Skorupi,normal,Skorupi,,Poison,Bug,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,66,0,0,1,0,0,0,Scorpion Pokémon,0.5,0.5,120,70,,,Any,,,Bug,Water 3,20,slow,1
563,452,452,Drapion,normal,Drapion,,Poison,Dark,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,175,0,0,2,0,0,0,Ogre Scorpion Pokémon,0.5,0.5,45,70,Level,40,Any,,Skorupi,Bug,Water 3,20,slow,0
564,453,453,Croagunk,normal,Croagunk,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,60,0,1,0,0,0,0,Toxic Mouth Pokémon,0.5,0.5,140,100,,,Any,,,Human-Like,,10,medium_fast,1
565,454,454,Toxicroak,normal,Toxicroak,,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,172,0,2,0,0,0,0,Toxic Mouth Pokémon,0.5,0.5,75,70,Level,37,Any,,Croagunk,Human-Like,,10,medium_fast,0
566,455,455,Carnivine,normal,Carnivine,,Grass,,Levitate,Levitate,Levitate,74,100,72,90,72,46,159,0,2,0,0,0,0,Bug Catcher Pokémon,0.5,0.5,200,70,,,Any,,,Grass,,25,slow,0
567,456,456,Finneon,normal,Finneon,,Water,,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,66,0,0,0,0,0,1,Wing Fish Pokémon,0.5,0.5,190,70,,,Any,,,Water 2,,20,erratic,1
568,457,457,Lumineon,normal,Lumineon,,Water,,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,161,0,0,0,0,0,2,Neon Pokémon,0.5,0.5,75,70,Level,31,Any,,Finneon,Water 2,,20,erratic,0
569,458,458,Mantyke,normal,Mantyke,,Water,Flying,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,69,0,0,0,0,1,0,Kite Pokémon,0.5,0.5,25,70,,,Any,,,Undiscovered,,25,slow,1
570,459,459,Snover,normal,Snover,,Grass,Ice,Snow Warning,Snow Warning,Soundproof,60,62,50,62,60,40,67,0,1,0,0,0,0,Frost Tree Pokémon,0.5,0.5,120,70,,,Any,,,Monster,Grass,20,slow,1
571,460,460,Abomasnow,normal,Abomasnow,"normal, mega",Grass,Ice,Snow Warning,Snow Warning,Soundproof,90,92,75,92,85,60,173,0,1,0,1,0,0,Frost Tree Pokémon,0.5,0.5,60,70,Level,40,Any,,Snover,Monster,Grass,20,slow,0
572,915,460,Abomasnow,mega,Abomasnow (Mega Abomasnow),"normal, mega",Grass,Ice,Snow Warning,Snow Warning,Snow Warning,90,132,105,132,105,30,208,0,1,0,1,0,0,Frost Tree Pokémon,0.5,0.5,60,70,Mega,,Any,,Abomasnow,Monster,Grass,20,slow,0
573,461,461,Weavile,normal,Weavile,,Dark,Ice,Pressure,Pressure,Pickpocket,70,120,65,45,85,125,179,0,1,0,0,0,1,Sharp Claw Pokémon,0.5,0.5,45,35,Holding,Razor Claw,Night,,Sneasel,Field,,20,medium_slow,0
574,462,462,Magnezone,normal,Magnezone,,Electric,Steel,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,241,0,0,0,3,0,0,Magnet Area Pokémon,0.5,0.5,30,70,Leveled by,Magnetic field,Any,,Magneton,Mineral,,20,medium_fast,0
575,463,463,Lickilicky,normal,Lickilicky,,Normal,,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,180,3,0,0,0,0,0,Licking Pokémon,0.5,0.5,30,70,Knows move,Rollout,Any,,Lickitung,Monster,,20,medium_fast,0
576,464,464,Rhyperior,normal,Rhyperior,,Ground,Rock,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,241,0,3,0,0,0,0,Drill Pokémon,0.5,0.5,30,70,Trade Holding,Protector,Any,,Rhydon,Monster,Field,20,slow,0
577,465,465,Tangrowth,normal,Tangrowth,,Grass,,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,187,0,0,2,0,0,0,Vine Pokémon,0.5,0.5,30,70,Knows move,Ancient Power,Any,,Tangela,Grass,,20,medium_fast,0
578,466,466,Electivire,normal,Electivire,,Electric,,Motor Drive,Motor Drive,Vital Spirit,75,123,67,95,85,95,243,0,3,0,0,0,0,Thunderbolt Pokémon,0.5,0.5,30,70,Trade Holding,Electirizer,Any,,Electabuzz,Human-Like,,25,medium_fast,0
579,467,467,Magmortar,normal,Magmortar,,Fire,,Flame Body,Flame Body,Vital Spirit,75,95,67,125,95,83,243,0,0,0,3,0,0,Blast Pokémon,0.5,0.5,30,70,Trade Holding,Magmarizer,Any,,Magmar,Human-Like,,25,medium_fast,0
580,468,468,Togekiss,normal,Togekiss,,Fairy,Flying,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,245,0,0,0,2,1,0,Jubilee Pokémon,0.875,0.125,30,70,Stone,Shiny Stone,Any,,Togetic,Flying,Fairy,10,fast,0
581,469,469,Yanmega,normal,Yanmega,,Bug,Flying,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,180,0,2,0,0,0,0,Ogre Darner Pokémon,0.5,0.5,30,70,Knows move,Ancient Power,Any,,Yanma,Bug,,20,medium_fast,0
582,470,470,Leafeon,normal,Leafeon,,Grass,,Leaf Guard,Leaf Guard,Chlorophyll,65,110,130,60,65,95,184,0,0,2,0,0,0,Verdant Pokémon,0.875,0.125,45,35,Leveled by,mossy rock,Any,,Eevee,Field,,35,medium_fast,0
583,471,471,Glaceon,normal,Glaceon,,Ice,,Snow Cloak,Snow Cloak,Ice Body,65,60,110,130,95,65,184,0,0,0,2,0,0,Fresh Snow Pokémon,0.875,0.125,45,35,Leveled by,icy rock,Any,,Eevee,Field,,35,medium_fast,0
584,472,472,Gliscor,normal,Gliscor,,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,179,0,0,2,0,0,0,Fang Scorpion Pokémon,0.5,0.5,30,70,Holding,Razor Fang,Night,,Gligar,Bug,,20,medium_slow,0
585,473,473,Mamoswine,normal,Mamoswine,,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,239,0,3,0,0,0,0,Twin Tusk Pokémon,0.5,0.5,50,70,Knows move,Ancient Power,Any,,Piloswine,Field,,20,slow,0
586,474,474,Porygon-Z,normal,Porygon-Z,,Normal,,Adaptability,Download,Analytic,85,80,70,135,75,90,241,0,0,0,3,0,0,Virtual Pokémon,,,30,70,Trade Holding,Dubious Disc,Any,,Porygon2,Mineral,,20,medium_fast,0
587,475,475,Gallade,normal,Gallade,"normal, mega",Psychic,Fighting,Steadfast,Steadfast,Justified,68,125,65,65,115,80,233,0,3,0,0,0,0,Blade Pokémon,1,0,45,35,Stone,Dawn Stone,Any,Male only,Kirlia,Amorphous,,20,slow,0
588,916,475,Gallade,mega,Gallade (Mega Gallade),"normal, mega",Psychic,Fighting,Inner Focus,Inner Focus,Inner Focus,68,165,95,65,115,110,278,0,3,0,0,0,0,Blade Pokémon,1,0,45,35,Mega,,Any,,Gallade,Amorphous,,20,slow,0
589,476,476,Probopass,normal,Probopass,,Rock,Steel,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,184,0,0,1,0,2,0,Compass Pokémon,0.5,0.5,60,70,Leveled by,Magnetic field,Any,,Nosepass,Mineral,,20,medium_fast,0
590,477,477,Dusknoir,normal,Dusknoir,,Ghost,,Pressure,Pressure,Frisk,45,100,135,65,135,45,236,0,0,1,0,2,0,Gripper Pokémon,0.5,0.5,45,35,Trade Holding,Reaper Cloth,Any,,Dusclops,Amorphous,,25,fast,0
591,478,478,Froslass,normal,Froslass,,Ice,Ghost,Snow Cloak,Snow Cloak,Cursed Body,70,80,70,80,70,110,168,0,0,0,0,0,2,Snow Land Pokémon,0,1,75,70,Stone,Dawn Stone,Any,Female only,Snover,Fairy,Mineral,20,medium_fast,0
592,920,479,Rotom,fan,Rotom (Fan Rotom),"normal, fan, frost, heat, mow, wash",Electric,Flying,Levitate,Levitate,Levitate,50,65,107,105,107,86,182,0,0,0,1,0,1,Plasma Pokémon,,,45,70,,,Any,,,Amorphous,,20,medium_fast,0
593,919,479,Rotom,frost,Rotom (Frost Rotom),"normal, fan, frost, heat, mow, wash",Electric,Ice,Levitate,Levitate,Levitate,50,65,107,105,107,86,182,0,0,0,1,0,1,Plasma Pokémon,,,45,70,,,Any,,,Amorphous,,20,medium_fast,0
594,917,479,Rotom,heat,Rotom (Heat Rotom),"normal, fan, frost, heat, mow, wash",Electric,Fire,Levitate,Levitate,Levitate,50,65,107,105,107,86,182,0,0,0,1,0,1,Plasma Pokémon,,,45,70,,,Any,,,Amorphous,,20,medium_fast,0
595,921,479,Rotom,mow,Rotom (Mow Rotom),"normal, fan, frost, heat, mow, wash",Electric,Grass,Levitate,Levitate,Levitate,50,65,107,105,107,86,182,0,0,0,1,0,1,Plasma Pokémon,,,45,70,,,Any,,,Amorphous,,20,medium_fast,0
596,479,479,Rotom,normal,Rotom (Normal),"normal, fan, frost, heat, mow, wash",Electric,Ghost,Levitate,Levitate,Levitate,50,50,77,95,77,91,154,0,0,0,1,0,1,Plasma Pokémon,,,45,70,,,Any,,,Amorphous,,20,medium_fast,0
597,918,479,Rotom,wash,Rotom (Wash Rotom),"normal, fan, frost, heat, mow, wash",Electric,Water,Levitate,Levitate,Levitate,50,65,107,105,107,86,182,0,0,0,1,0,1,Plasma Pokémon,,,45,70,,,Any,,,Amorphous,,20,medium_fast,0
598,480,480,Uxie,normal,Uxie,,Psychic,,Levitate,Levitate,Levitate,75,75,130,75,130,95,261,0,0,2,0,1,0,Knowledge Pokémon,,,3,140,,,Any,,,Undiscovered,,80,slow,0
599,481,481,Mesprit,normal,Mesprit,,Psychic,,Levitate,Levitate,Levitate,80,105,105,105,105,80,261,0,1,0,1,1,0,Emotion Pokémon,,,3,140,,,Any,,,Undiscovered,,80,slow,0
600,482,482,Azelf,normal,Azelf,,Psychic,,Levitate,Levitate,Levitate,75,125,70,125,70,115,261,0,2,0,1,0,0,Willpower Pokémon,,,3,140,,,Any,,,Undiscovered,,80,slow,0
601,483,483,Dialga,normal,Dialga,,Steel,Dragon,Pressure,Pressure,Telepathy,100,120,120,150,100,90,306,0,0,0,3,0,0,Temporal Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
602,484,484,Palkia,normal,Palkia,,Water,Dragon,Pressure,Pressure,Telepathy,90,120,100,150,120,100,306,0,0,0,3,0,0,Spatial Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
603,485,485,Heatran,normal,Heatran,,Fire,Steel,Flash Fire,Flash Fire,Flame Body,91,90,106,130,106,77,270,0,0,0,3,0,0,Lava Dome Pokémon,0.5,0.5,3,100,,,Any,,,Undiscovered,,10,slow,0
604,486,486,Regigigas,normal,Regigigas,,Normal,,Slow Start,Slow Start,Slow Start,110,160,110,80,110,100,302,0,3,0,0,0,0,Colossal Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
605,487,487,Giratina,normal,Giratina (Normal),"normal, origin",Ghost,Dragon,Pressure,Pressure,Telepathy,150,100,120,100,120,90,306,3,0,0,0,0,0,Renegade Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
606,922,487,Giratina,origin,Giratina (Origin Forme),"normal, origin",Ghost,Dragon,Levitate,Levitate,Levitate,150,120,100,120,100,90,306,3,0,0,0,0,0,Renegade Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
607,488,488,Cresselia,normal,Cresselia,,Psychic,,Levitate,Levitate,Levitate,120,70,120,75,130,85,270,0,0,0,0,3,0,Lunar Pokémon,,,3,100,,,Any,,,Undiscovered,,120,slow,0
608,489,489,Phione,normal,Phione,,Water,,Hydration,Hydration,Hydration,80,80,80,80,80,80,216,1,0,0,0,0,0,Sea Drifter Pokémon,,,30,70,,,Any,,,Water 1,Fairy,40,slow,0
609,490,490,Manaphy,normal,Manaphy,,Water,,Hydration,Hydration,Hydration,100,100,100,100,100,100,270,3,0,0,0,0,0,Seafaring Pokémon,,,3,70,,,Any,,,Water 1,Fairy,10,slow,0
610,491,491,Darkrai,normal,Darkrai,,Dark,,Bad Dreams,Bad Dreams,Bad Dreams,70,90,90,135,90,125,270,0,0,0,2,0,1,Pitch-Black Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
611,492,492,Shaymin,land,Shaymin (Land Forme),"land, sky",Grass,,Natural Cure,Natural Cure,Natural Cure,100,100,100,100,100,100,270,3,0,0,0,0,0,Gratitude Pokémon,,,45,100,,,Any,,,Undiscovered,,120,medium_slow,0
612,923,492,Shaymin,sky,Shaymin (Sky Forme),"land, sky",Grass,Flying,Serene Grace,Serene Grace,Serene Grace,100,103,75,120,75,127,270,0,0,0,0,0,3,Gratitude Pokémon,,,45,100,,,Any,,,Undiscovered,,120,medium_slow,0
613,929,493,Arceus,bug,Arceus (Bug),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Bug,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
614,939,493,Arceus,dark,Arceus (Dark),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Dark,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
615,938,493,Arceus,dragon,Arceus (Dragon),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Dragon,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
616,935,493,Arceus,electric,Arceus (Electric),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Electric,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
617,940,493,Arceus,fairy,Arceus (Fairy),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Fairy,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
618,924,493,Arceus,fighting,Arceus (Fighting),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Fighting,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
619,932,493,Arceus,fire,Arceus (Fire),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Fire,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
620,925,493,Arceus,flying,Arceus (Flying),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Flying,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
621,930,493,Arceus,ghost,Arceus (Ghost),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Ghost,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
622,934,493,Arceus,grass,Arceus (Grass),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Grass,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
623,927,493,Arceus,ground,Arceus (Ground),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Ground,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
624,937,493,Arceus,ice,Arceus (Ice),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Ice,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
625,493,493,Arceus,normal,Arceus (Normal),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Normal,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
626,926,493,Arceus,poison,Arceus (Poison),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Poison,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
627,936,493,Arceus,psychic,Arceus (Psychic),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Psychic,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
628,928,493,Arceus,rock,Arceus (Rock),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Rock,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
629,931,493,Arceus,steel,Arceus (Steel),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Steel,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
630,933,493,Arceus,water,Arceus (Water),"normal, bug, dark, dragon, electric, fairy, fighting, fire, flying, ghost, grass, ground, ice, poison, psychic, rock, steel, water",Water,,Multitype,Multitype,Multitype,120,120,120,120,120,120,324,3,0,0,0,0,0,Alpha Pokémon,,,3,0,,,Any,,,Undiscovered,,120,slow,0
631,494,494,Victini,normal,Victini,,Psychic,Fire,Victory Star,Victory Star,Victory Star,100,100,100,100,100,100,270,3,0,0,0,0,0,Victory Pokémon,0,1,3,100,,,Any,,,Undiscovered,,120,slow,0
632,495,495,Snivy,normal,Snivy,,Grass,,Overgrow,Overgrow,Contrary,45,45,55,45,55,63,62,0,0,0,0,0,1,Grass Snake Pokémon,0.875,0.125,45,70,,,Any,,,Field,Grass,20,medium_slow,1
